file,sound,param,value,attack_ms,band_air_share,band_high_share,band_low_share,band_lowmid_share,band_mid_share,band_sub_share,centroid_slope_hz_per_ms,crest_factor_db,decay_ms,duration_s,f0_hz,f0_hz_at_100ms,f0_hz_at_30ms,f0_hz_at_5ms,f0_voiced_confidence,harmonic_percussive_ratio,loudness_a_db,peak_db,rise_10_90_ms,rms_db,spectral_bandwidth,spectral_centroid_hz,spectral_centroid_hz_100ms,spectral_flatness,spectral_flux_mean,spectral_rolloff_85,t60_estimate_ms,zero_crossing_rate,decay20_ms,decay40_ms,sustain_share
library/real/wav/impact__real__0036.wav,impact,real,0036,210.0453514739229,0.46514112578716643,0.48629082962346165,2.0788131944308562e-05,0.00937235547999043,0.039140393933592976,3.450704384413548e-05,-1.9265892649184004,19.18719203150939,0.15873015873015872,0.21034013605442176,49.06650702942722,49.06650702942722,49.06650702942722,nan,0.009942014080399849,4.7662861433586174,-20.727167429153216,-0.9998544876801003,151.38321995464852,-20.18704651918949,4019.924710078997,6464.893624567143,7503.049332655979,0.04775567219748176,0.7912608073570695,10627.371348505434,2903.4883267647256,0.2546492866847826,826,1708,0.9558
library/real/wav/impact__real__0037.wav,impact,real,0037,129.4331065759637,0.4642929688824769,0.4893934291873418,2.9347394494201353e-05,0.0014582744857081912,0.04479704121567558,2.8938834303348568e-05,-1.345560895834092,18.81946331388324,0.15873015873015872,0.1300453514739229,736.73399296554,736.73399296554,736.73399296554,736.73399296554,0.011391925802116898,6.891459876269348,-20.255524570923757,-1.000151903819357,84.64852607709751,-19.819615217702598,4119.237820206881,5955.922996113266,7783.4166225078825,0.0317473342236631,0.7812817362796817,10097.726440429688,3055.024786379805,0.21994672502790177,778,1746,0.9685
library/real/wav/impact__real__0038.wav,impact,real,0038,203.40136054421768,0.0002904609947365477,0.030164741934697297,0.5450233631781085,0.11972165058490641,0.28439192241356187,0.020407860893989438,0.8323245204321406,21.202447398504983,0.13605442176870747,0.20904761904761904,73.51669471981023,80.17052407194419,76.10925536017415,89.47007578745725,0.019180990646178,1.5660547257754889,-27.66914162161956,-1.000151903819357,171.97278911564626,-22.20259930232434,2433.3006401675743,1059.965361972651,210.73210577200902,0.0024317743576629195,0.6130694251933754,1577.1285359893366,4803.007037536323,0.013639477191943129,172,728,0.9275
library/real/wav/impact__real__0039.wav,impact,real,0039,12.35827664399093,0.014230074345462279,0.046356729193905565,0.5259961980198511,0.3444585068902301,0.06862975586418572,0.0003287356863653389,2.1820986455543148,19.17314278004006,0.13605442176870747,0.03430839002267574,nan,nan,nan,nan,0.011678220961904394,9.107739632062378,-28.059488609388804,-1.000151903819357,11.08843537414966,-20.173294683859417,4179.21637628061,2872.520486391472,3902.039210378548,0.018189393241625648,0.5633375965705537,6200.008557506443,1106.118375269834,0.031466454574742266,68,398,0.6636
library/real/wav/impact__real__0040.wav,impact,real,0040,21.360544217687075,0.023161255375264228,0.28048986716941754,0.004780063619703678,0.1979583836236377,0.49358159278576347,2.8837426213530725e-05,2.406888930180853,18.44914693188021,0.15873015873015872,0.031746031746031744,591.5405807986036,nan,nan,nan,0.012510142646810588,1.188823006664546,-20.05809094578787,-0.9998544876801003,10.090702947845806,-19.44900141956031,3376.2796694835024,2893.8080506536453,3371.1759086743564,0.015090962011457675,0.5232760677305823,5614.637220228041,861.4349517131384,0.06335119298986487,286,508,0.603
library/real/wav/kick__real__0001.wav,kick,real,0001,7.64172335600907,0.0003254442671929815,0.005657404950000743,0.5244884007064858,0.3458168764598255,0.06350963196960553,0.06020224164688945,15.928179009029995,15.842704524639093,1.4058956916099772,0.01052154195011338,nan,nan,nan,nan,0.010327937756885392,0.44100026523044134,-27.15134706703926,-0.9998544876801003,2.2675736961451247,-16.842559012319192,4627.737756331871,2450.597806338504,1976.6049894168184,0.002396322555383615,0.6189317513193702,4740.8935546875,252.68831901021133,0.0325927734375,14,14,0.2266
library/real/wav/kick__real__0002.wav,kick,real,0002,7.64172335600907,0.0003256237972884357,0.005631593879607846,0.5250855296131607,0.34553457449920966,0.0632993433353655,0.060123334875367876,17.4618394134589,16.336198622101698,1.383219954648526,0.010770975056689343,81.10206069037197,80.63494719327188,nan,nan,0.013200721930764154,0.45110490159163263,-27.65014122724117,-0.9998544876801003,2.2675736961451247,-17.336053109781798,4647.351094287511,2485.6152431434343,1979.2816910532335,0.0023086614652772512,0.545202345619128,4809.08203125,260.4772098989621,0.036946614583333336,6,30,0.2137
library/real/wav/kick__real__0003.wav,kick,real,0003,3.560090702947846,0.00011547598269200398,0.0019156894292448607,0.41422626789062317,0.39062498931633316,0.043694453913501345,0.14942312346760553,4.563958141019199,20.36319173142252,1.9727891156462587,0.020226757369614514,nan,nan,nan,nan,0.01035981558117973,0.10779719888709283,-32.40666861994049,-0.9998544876801003,0.4308390022675737,-21.36304621910262,4938.308087502304,2802.46751076323,1144.7322317230874,0.0023743739290751427,0.7544113316406956,7595.627663352273,3224.514363766156,0.023145799512987012,34,184,0.1125
library/real/wav/kick__real__0004.wav,kick,real,0004,0.6122448979591837,5.286245882412658e-05,0.0008136967690275629,0.4121992987368418,0.35618473761915453,0.03559982563649868,0.1951495787796535,6.060690931273365,19.32982852576797,1.9047619047619047,0.018798185941043082,nan,nan,nan,nan,0.009498283145762572,0.2439852059867458,-32.893574349062035,-0.9998544876801003,0.47619047619047616,-20.32968301344807,4476.468878998762,2248.4529504069747,901.0708743839836,0.001182107513354144,0.720612959513877,5549.272085336538,2510.3955276568527,0.011388221153846153,32,408,0.1603
library/real/wav/kick__real__0005.wav,kick,real,0005,8.435374149659863,5.100313120937633e-05,0.0002747309737613319,0.4593673822625836,0.46989174426607544,0.008967415569162513,0.06144772379720772,6.439314302138435,20.259494858937362,1.7006802721088434,0.013242630385487529,nan,nan,nan,nan,0.009617628764375408,0.1480418299511426,-34.033138208871236,-1.000151903819357,3.1065759637188206,-21.25964676275672,4634.199479779452,2295.2879171827312,1069.6631638159747,0.0015763782464213133,0.7841345201977159,5560.574127906977,2111.728863264857,0.017521348110465115,14,38,0.1005
