file,sound,param,value,attack_ms,band_air_share,band_high_share,band_low_share,band_lowmid_share,band_mid_share,band_sub_share,centroid_slope_hz_per_ms,crest_factor_db,decay_ms,duration_s,f0_hz,f0_hz_at_100ms,f0_hz_at_30ms,f0_hz_at_5ms,f0_voiced_confidence,harmonic_percussive_ratio,loudness_a_db,peak_db,rise_10_90_ms,rms_db,spectral_bandwidth,spectral_centroid_hz,spectral_centroid_hz_100ms,spectral_flatness,spectral_flux_mean,spectral_rolloff_85,t60_estimate_ms,zero_crossing_rate,decay20_ms,decay40_ms,sustain_share
out/roles/clap.wav,,,,46.87074829931973,0.00035339326841737163,0.6087379381360588,1.575348920066755e-09,1.3431041980396023e-06,0.39090729595965784,2.7956319016991532e-08,12.107565659601486,24.55999305326322,0.13605442176870747,0.04700680272108843,nan,nan,nan,nan,0.010000159464530275,0.01699287677176063,-24.55727793996726,-1.000151903819357,46.53061224489796,-25.560144957082578,2809.3368808594128,3551.8360061411054,2596.495872857041,0.017592925072763853,0.5465237935434631,6186.4892578125,184.90590789817796,0.09685872395833334,54,116,0.6277
out/roles/hat_closed.wav,,,,0.6802721088435374,0.9641338649942252,0.035863100967857185,6.657356186472343e-10,3.7890948097656907e-10,3.0010605177628923e-06,3.1932754828199904e-08,-22.575292137427354,23.270520176276165,0.06802721088435373,0.0008616780045351474,nan,nan,nan,nan,0.010002923614906055,5.687521270736869e-08,-30.993576716207286,-0.9998544876801003,0.045351473922902494,-24.270374663956265,5819.397225532569,12312.650911902947,12896.384001718996,0.2721555187184961,0.008500575543231918,19146.09375,40.394276640335704,0.45235770089285715,14,28,8.26e-08
out/roles/hat_open.wav,,,,7.324263038548753,0.9598948235266876,0.04010196602340396,2.2613510817624595e-10,4.88044608914852e-10,3.174706407108221e-06,3.5029321448435536e-08,-14.352307389374804,24.689839595819862,0.11337868480725624,0.022653061224489797,nan,nan,nan,nan,0.00592105744588697,0.007101166494640837,-32.16344117507749,-0.9998544876801003,0.6802721088435374,-25.689694083499962,4807.868010314964,10227.919788437395,13600.841379964864,0.35140244991865327,0.03458043452028287,15865.720728824013,220.7068238161279,0.4625372635690789,70,142,0.04529
out/roles/impact.wav,,,,0.20408163265306123,0.005362716440569403,0.002281717950316696,0.14783470139526517,0.010634151992874577,0.0008164667748138433,0.8330702454461604,0.5638249869036364,12.196851050521804,2.312925170068027,0.02487528344671202,41.98105934199836,41.98105934199836,40.78594007421639,nan,0.00884282651876216,68.27298029210831,-34.161085326390086,-1.000151903819357,0.0,-13.197002954341162,7316.555368253998,7675.330407997673,5746.048431725326,0.024716465946584134,0.2677358525893682,17492.539146325107,1258.131332041803,0.04934155378218884,218,586,0.7344
out/roles/kick.wav,,,,1.0657596371882085,0.0007074720264218466,0.000587260085726173,0.3439026031015071,0.0390780554344134,0.006153988722133988,0.6095706206297976,2.677542168864645,8.466633116457938,2.403628117913832,0.08473922902494331,46.04587456034624,45.78066983792827,46.3126155980921,nan,0.06233275777535741,7.767545853446575,-29.33527844414209,-1.000151903819357,0.045351473922902494,-9.466785020277296,2032.557860538444,743.6030036338744,1108.920698811441,0.00038442751101342755,0.006450489670038269,1285.3665865384614,329.9960890548668,0.0020783253205128205,94,206,0.362
out/roles/pad.wav,,,,382.29024943310657,1.5798908801565727e-10,6.599497139213103e-11,0.5651713702547527,0.10745201295361774,4.486266307671468e-08,0.32737657170498224,0.01363328954072888,5.450993794206884,7.188208616780045,0.40784580498866213,55.39433990439315,56.03799112997665,55.715236050951944,56.3626159101535,0.08115563196153434,134.02890406145266,-25.405339267874627,-1.000151903819357,237.0748299319728,-6.451145698026241,296.12717443456023,130.03143271251864,409.01253954618784,1.964310269430835e-06,0.06068176890959789,179.63060461956522,3633.827907661431,0.0024810348731884057,1754,2048,1
out/roles/perc.wav,,,,0.47619047619047616,0.7147057435624283,0.26757169116424245,2.8473087287702036e-10,7.037105647906857e-10,0.017722532036461992,3.224842577921536e-08,-3.571388039525571,23.49499390674688,0.045351473922902494,0.014240362811791384,nan,nan,nan,nan,0.008437500884903838,0.00038745760361046946,-28.28521434925126,-1.000151903819357,0.47619047619047616,-24.49514581056624,6228.512189002899,11381.061567413299,11846.245212848218,0.26619930556628496,0.036167239061269646,18866.45050048828,118.73314129300608,0.51171875,42,82,0.003345
out/roles/riser.wav,,,,6527.913832199546,0.7871871729404979,0.19034959124285003,4.021107487354814e-06,0.000778354797175588,0.02168082910288821,3.08091009616844e-08,0.2492758533108332,16.729549663927347,0.15873015873015872,6.545374149659864,nan,nan,nan,nan,0.004376811878456356,1.0113555576980895,-22.076287855607376,-0.9998544876801003,4820.521541950114,-17.729404151607447,5961.025976609696,12230.849127278498,10457.835908496289,0.38532477094196527,0.9759639735459429,19222.565599524456,8801.713417746498,0.5451688462409421,8018,8018,1
out/roles/rumble.wav,,,,115.4421768707483,4.602857632978508e-10,1.3626647941998763e-09,0.2368974201715757,0.025183843280218877,0.00046010331185319866,0.7374586314134017,1.4059027408414593,10.37727115758679,7.64172335600907,0.13396825396825396,45.124509663927114,45.254833995939045,45.51699258231301,49.9241744648559,0.026128440891410903,54.10425567043707,-36.04654501357241,-1.000151903819357,79.56916099773242,-11.377423061406146,1664.0953600097043,528.4840714016633,398.32790698165115,7.338318616704741e-05,0.13853101107564178,686.669921875,1191.5824591160113,0.0021117120726495725,252,472,0.9966
out/roles/stab.wav,,,,4.5578231292517,0.00029130590098776736,0.003356325412174147,0.841047579215568,0.10332567775606499,0.0470504943767176,0.004928617338487631,-0.07489446261559919,8.331254199906574,4.308390022675737,0.08165532879818595,110.15058396727426,110.15058396727426,110.15058396727426,110.15058396727426,0.636446179860809,15.6722259542706,-21.13083058596566,-0.9998544876801003,1.0204081632653061,-9.331108687586674,1535.0399421242848,859.3747001720766,952.4555944214595,0.0001584843794854403,0.2684845444673304,1585.175030048077,244.2723239795044,0.006873497596153846,88,170,0.2295
