file,sound,param,value,attack_ms,band_air_share,band_high_share,band_low_share,band_lowmid_share,band_mid_share,band_sub_share,centroid_slope_hz_per_ms,crest_factor_db,decay_ms,duration_s,f0_hz,f0_hz_at_100ms,f0_hz_at_30ms,f0_hz_at_5ms,f0_voiced_confidence,harmonic_percussive_ratio,loudness_a_db,peak_db,rise_10_90_ms,rms_db,spectral_bandwidth,spectral_centroid_hz,spectral_centroid_hz_100ms,spectral_flatness,spectral_flux_mean,spectral_rolloff_85,t60_estimate_ms,zero_crossing_rate,decay20_ms,decay40_ms,sustain_share
out/sweeps/clap__bursts__1.wav,clap,bursts,1,8.93424036281179,0.00036028604750874046,0.5718734783334335,6.138152935247825e-10,2.7757217037288147e-06,0.4277634447920836,1.4491455195781493e-08,13.272108337691888,21.636160616495108,0.09070294784580499,0.028095238095238097,nan,nan,nan,nan,0.010000091959238969,0.005013487188101926,-21.654535970166396,-1.000151903819357,8.639455782312925,-22.636312520314466,2845.4386253315297,3530.3925903380623,2599.9702585845466,0.017184462675610055,0.2779146446763194,6126.595052083333,184.23818104242648,0.10223162615740741,64,120,0.03831
out/sweeps/clap__bursts__2.wav,clap,bursts,2,36.87074829931973,0.00033820613075549646,0.54475083692861,4.63558429189064e-10,1.7637402367345014e-06,0.45490917897115923,1.3765680074795027e-08,12.715803758818986,21.366496035828895,0.13605442176870747,0.0380952380952381,nan,nan,nan,nan,0.010000164878754275,0.009726053401147485,-21.360436320397955,-1.000151903819357,28.75283446712018,-22.366647939648253,2834.6901986035573,3549.0409495876074,2582.1514993201577,0.018153652719097593,0.5120999886910887,6207.502693965517,180.49894958154943,0.09893588362068965,56,124,0.139
out/sweeps/clap__bursts__3.wav,clap,bursts,3,46.87074829931973,0.00035339326841737163,0.6087379381360588,1.575348920066755e-09,1.3431041980396023e-06,0.39090729595965784,2.7956319016991532e-08,12.107565659601486,24.55999305326322,0.13605442176870747,0.04700680272108843,nan,nan,nan,nan,0.010000159464530275,0.01699287677176063,-24.55727793996726,-1.000151903819357,46.53061224489796,-25.560144957082578,2809.3368808594128,3551.8360061411054,2596.495872857041,0.017592925072763853,0.5465237935434631,6186.4892578125,184.90590789817796,0.09685872395833334,54,116,0.6277
out/sweeps/clap__bursts__4.wav,clap,bursts,4,63.28798185941042,0.0003313691830156191,0.5699452295006374,1.041592073084707e-09,7.493558717223447e-07,0.4297226370369938,1.3881889391819802e-08,10.416425991734537,21.487765258609418,0.47619047619047616,0.06537414965986395,nan,nan,nan,nan,0.010000187402263605,0.024395805077017437,-21.5038960278103,-0.9998544876801003,62.99319727891156,-22.487619746289518,2652.824936348682,3435.1000155051543,2591.1669247323707,0.01569237917623204,0.5483581724830173,5897.406005859375,186.14509011790037,0.0933380126953125,52,106,0.9463
out/sweeps/clap__decay_ms__140.wav,clap,decay_ms,140,46.87074829931973,0.00035258527017957206,0.6130983938526112,1.7155428386801046e-09,1.4397025759241291e-06,0.386547549823486,2.9635604376585506e-08,15.264233760617225,24.8181054699097,0.13605442176870747,0.0682312925170068,nan,nan,nan,nan,0.01000021376802434,0.012798749223915893,-24.812211649415733,-1.000151903819357,46.53061224489796,-25.818257373729057,3052.780835106672,3766.0803310682327,2595.304539909463,0.022802029909358,0.5525514635742858,6774.186197916667,148.8482499450571,0.09454571759259259,44,88,0.5494
out/sweeps/clap__decay_ms__200.wav,clap,decay_ms,200,46.87074829931973,0.0003538752305829022,0.60616606550347,1.4736491726385877e-09,1.3124907463179834e-06,0.3934787174908419,2.7810709663586777e-08,10.550957896276884,24.450892703027186,0.13605442176870747,0.04700680272108843,nan,nan,nan,nan,0.010000142148560504,0.018583107478314598,-24.45012140891025,-1.000151903819357,46.53061224489796,-25.451044606846544,2740.078945432266,3473.3420631269864,2596.909079264983,0.016267396249043636,0.5412096413594498,5986.23046875,206.09272389934395,0.0966949462890625,54,118,0.6577
out/sweeps/clap__decay_ms__300.wav,clap,decay_ms,300,46.87074829931973,0.00035720955592194665,0.5946447322497433,1.2770872213591851e-09,1.2849849301735445e-06,0.40499674704868,2.488363748615966e-08,5.550802102467582,24.042125082801387,0.13605442176870747,0.04700680272108843,33.033074567757915,33.12847756292408,nan,nan,0.01000012263710709,0.027213138330257996,-24.04926225621771,-1.000151903819357,46.53061224489796,-25.042276986620745,2367.034772376732,3126.40405999379,2598.467046879813,0.00884356631309253,0.5569510258654258,5008.084716796875,303.92514634738484,0.09964599609375,86,180,0.7571
out/sweeps/clap__decay_ms__80.wav,clap,decay_ms,80,46.87074829931973,0.0003565370299450762,0.6114932965026313,2.1331694871422936e-09,1.688592152117482e-06,0.38814844142600824,3.431609356860057e-08,21.857354864143606,25.310560413854095,0.13605442176870747,0.04834467120181406,nan,nan,nan,nan,0.010000517185437506,0.003943306901887417,-25.30954771780415,-1.000151903819357,46.55328798185941,-26.310712317673453,3503.100620209849,4200.560011600689,2592.9479317214846,0.0312352461749819,0.5904515813001443,8046.566495028409,82.18029267878333,0.09079811789772728,24,54,0.3487
out/sweeps/hat__decay_ms__120.wav,hat,decay_ms,120,0.6802721088435374,0.9599546896163801,0.04004177706934635,1.3757490779553815e-09,2.2682489091970882e-09,3.374655611111761e-06,1.5501466428540496e-07,-27.64753134220876,24.01280581307481,0.06802721088435373,0.0008616780045351474,nan,nan,nan,nan,0.006666667953955703,0.00015334240484553502,-38.584761367622576,-8.020115250289269,0.045351473922902494,-32.03292106336408,4705.8146965908545,9942.203161763391,13600.898943837936,0.36730476185922983,0.06364770618609698,15449.0478515625,121.32929745983705,0.4390345982142857,38,82,0.003261
out/sweeps/hat__decay_ms__15.wav,hat,decay_ms,15,0.06802721088435373,0.9735011794827573,0.026495335362289003,7.703953567838959e-09,3.1715931429219635e-09,3.2992928062460917e-06,1.749866001957969e-07,-50.77326060805938,22.732691597812316,0.11337868480725624,0.0008616780045351474,nan,nan,nan,nan,0.008335792407630228,1.0289905711359174e-05,-37.69293952102256,-8.02078265123762,0.045351473922902494,-30.753474249049937,5672.983447661286,12737.198700916057,12737.198700916057,0.20342167293657146,0.03966924765993402,19300.927734375,15.420233302809946,0.37109375,6,10,0
