file,sound,param,value,crest_factor_db,spectral_centroid_hz,spectral_centroid_hz_100ms,centroid_slope_hz_per_ms,band_sub_share,band_low_share,band_lowmid_share,band_mid_share,band_high_share,band_air_share,decay20_ms,decay40_ms,sustain_share,conf
corpus:008-x-d-d-cuba-connection@0.871,hook,corpus,0.871,15.39965,6411.67664,6411.67664,-1.68109,0.07498,0.08237,0.00857,0.00253,0.08249,0.74907,26.0,68.0,0.00138,0.702
corpus:008-x-d-d-cuba-connection@9.764,hat,corpus,9.764,15.97691,4481.73033,5697.97686,-25.04088,0.10149,0.35128,0.17886,0.00488,0.04036,0.32313,68.0,162.0,0.99641,0.688
corpus:008-x-d-d-cuba-connection@7.163,hat,corpus,7.163,11.85509,4548.17497,4548.17497,-85.85814,0.00967,0.21152,0.42493,0.00523,0.0402,0.30845,58.0,58.0,0.07001,0.684
corpus:008-x-d-d-cuba-connection@7.999,hat,corpus,7.999,15.61953,3573.57565,4748.46678,-28.45422,0.01177,0.40347,0.19788,0.01213,0.03273,0.34202,138.0,138.0,0.9837,0.684
corpus:008-x-d-d-cuba-connection@4.4,hook,corpus,4.4,16.42375,6084.15831,6084.15831,-7.1643,0.07921,0.10011,0.0126,0.00196,0.08796,0.71816,30.0,92.0,0.00418,0.675
corpus:008-x-d-d-cuba-connection@2.635,hook,corpus,2.635,16.49929,6148.36347,6148.36347,-8.01908,0.06777,0.09299,0.00868,0.00173,0.09038,0.73846,28.0,92.0,0.00318,0.66
corpus:009-stanley-hottek-stupid-love@41.784,hook,corpus,41.784,18.71107,2689.18352,2689.18352,-8.60439,0.04729,0.1429,0.20738,0.45444,0.12789,0.0201,52.0,80.0,0.07115,0.889
corpus:009-stanley-hottek-stupid-love@56.494,space,corpus,56.494,14.46566,4767.63002,4297.60262,6.33793,0.20451,0.41709,0.1007,0.08909,0.09915,0.08945,152.0,400.0,0.96881,0.868
corpus:009-stanley-hottek-stupid-love@13.189,space,corpus,13.189,14.53912,4794.73312,4100.17807,6.92529,0.17959,0.44124,0.11637,0.08422,0.09861,0.07996,150.0,400.0,0.95587,0.862
corpus:009-stanley-hottek-stupid-love@27.341,hook,corpus,27.341,19.13723,3154.19775,3154.19775,-3.53049,0.05209,0.15504,0.281,0.3794,0.11253,0.01994,36.0,92.0,0.10223,0.842
corpus:009-stanley-hottek-stupid-love@23.731,hook,corpus,23.731,19.00499,2812.78429,2812.78429,-3.59957,0.05544,0.11024,0.34961,0.38056,0.08924,0.01491,32.0,92.0,0.11493,0.841
corpus:009-stanley-hottek-stupid-love@29.687,kick,corpus,29.687,8.15847,2425.76225,3854.86029,-20.9341,0.64982,0.28767,0.01637,0.00262,0.02183,0.02168,196.0,196.0,0.8665,0.834
corpus:009-stanley-hottek-stupid-love@61.277,hook,corpus,61.277,15.20803,5576.4353,5576.4353,1.7138,0.00174,0.00541,0.01094,0.02784,0.51083,0.44325,40.0,68.0,0.02343,0.83
corpus:009-stanley-hottek-stupid-love@14.42,space,corpus,14.42,13.94319,4133.7403,5851.02483,-6.18025,0.19786,0.4914,0.14499,0.08956,0.03898,0.03721,302.0,302.0,0.98513,0.819
corpus:009-stanley-hottek-stupid-love@48.39,space,corpus,48.39,12.94207,4668.59554,3661.51693,7.82096,0.21255,0.44188,0.10295,0.08215,0.0822,0.07826,150.0,400.0,0.87034,0.817
corpus:009-stanley-hottek-stupid-love@25.182,hook,corpus,25.182,18.89937,5803.8315,5880.3844,-0.46864,0.01097,0.00551,0.00065,0.00982,0.50394,0.46911,38.0,116.0,0.02451,0.815
corpus:009-stanley-hottek-stupid-love@27.899,hook,corpus,27.899,20.46095,5453.21174,5694.26136,-3.83347,0.00396,0.00139,0.00026,0.01099,0.57314,0.41026,32.0,186.0,0.03164,0.811
corpus:009-stanley-hottek-stupid-love@32.403,hook,corpus,32.403,19.67112,5673.41821,5838.36692,-4.28795,0.00749,0.00724,0.00596,0.00928,0.51855,0.45148,40.0,128.0,0.02159,0.809
corpus:009-stanley-hottek-stupid-love@27.434,hook,corpus,27.434,21.05314,5431.00825,5543.11993,-0.69807,0.00569,0.00284,0.00208,0.01263,0.57887,0.39789,46.0,196.0,0.05064,0.808
corpus:009-stanley-hottek-stupid-love@56.227,clap,corpus,56.227,20.41404,3999.68993,3999.68993,25.2808,0.02641,0.04226,0.15904,0.53277,0.17993,0.05958,40.0,80.0,0.03386,0.674
corpus:009-stanley-hottek-stupid-love@44.13,kick,corpus,44.13,12.73851,4246.96765,5535.02589,-27.62077,0.51291,0.27518,0.01647,0.00801,0.09346,0.09397,162.0,162.0,0.81262,0.648
corpus:011-klangbild-dinkelschock@46.324,kick,corpus,46.324,9.95375,2269.55671,2269.55671,-26.67428,0.46877,0.34327,0.16929,0.00443,0.00625,0.00799,22.0,92.0,0.26779,0.924
corpus:011-klangbild-dinkelschock@32.369,kick,corpus,32.369,9.89821,2249.46188,2333.4402,-12.0708,0.45605,0.40942,0.11767,0.00615,0.00571,0.00501,44.0,104.0,0.27858,0.903
corpus:011-klangbild-dinkelschock@8.452,kick,corpus,8.452,8.46067,2086.82708,2349.55039,-12.28379,0.45668,0.4449,0.08592,0.00468,0.00374,0.00407,28.0,128.0,0.35164,0.899
corpus:011-klangbild-dinkelschock@30.372,kick,corpus,30.372,8.60024,2264.00306,2443.39327,-9.95391,0.4485,0.41021,0.12374,0.00529,0.00613,0.00613,72.0,116.0,0.22586,0.893
corpus:011-klangbild-dinkelschock@1.474,kick,corpus,1.474,8.55586,2108.67409,2593.22986,-11.03276,0.46568,0.45818,0.0592,0.00556,0.00439,0.00699,48.0,128.0,0.36348,0.892
corpus:011-klangbild-dinkelschock@28.386,kick,corpus,28.386,9.99294,2229.22823,2166.81465,-6.67636,0.46006,0.3762,0.14366,0.00836,0.0055,0.00623,34.0,116.0,0.30039,0.891
corpus:011-klangbild-dinkelschock@36.351,kick,corpus,36.351,9.40886,2032.65567,2447.94779,-17.41322,0.42089,0.44827,0.10975,0.01023,0.00578,0.00509,58.0,128.0,0.27022,0.888
corpus:011-klangbild-dinkelschock@22.396,kick,corpus,22.396,7.85828,2096.77995,2458.41641,-11.82228,0.43223,0.45229,0.09932,0.00635,0.00502,0.00478,70.0,116.0,0.28262,0.887
corpus:011-klangbild-dinkelschock@44.315,kick,corpus,44.315,9.93643,2335.43451,2311.12755,-3.58056,0.47109,0.3818,0.12981,0.00439,0.00618,0.00674,72.0,116.0,0.29655,0.883
corpus:011-klangbild-dinkelschock@16.417,kick,corpus,16.417,8.9254,1945.1831,2332.69257,-6.15549,0.43772,0.47333,0.07972,0.00217,0.00275,0.00431,14.0,128.0,0.23185,0.882
corpus:011-klangbild-dinkelschock@40.333,kick,corpus,40.333,10.15556,2362.54117,2505.30619,-7.86639,0.44135,0.41403,0.12588,0.00569,0.00679,0.00626,22.0,116.0,0.25313,0.882
corpus:011-klangbild-dinkelschock@41.32,kick,corpus,41.32,9.85907,2281.44115,2737.54246,-14.64062,0.41739,0.45654,0.1039,0.00298,0.00582,0.01337,50.0,116.0,0.20691,0.88
corpus:011-klangbild-dinkelschock@39.927,space,corpus,39.927,9.42344,3751.1767,3590.60722,5.78914,0.16092,0.63253,0.13162,0.01598,0.01703,0.04191,150.0,150.0,0.9196,0.713
corpus:011-klangbild-dinkelschock@16.022,space,corpus,16.022,10.53439,3700.54103,3616.71315,5.92749,0.19126,0.58668,0.15157,0.01186,0.0181,0.04052,150.0,150.0,0.89227,0.71
corpus:011-klangbild-dinkelschock@40.577,space,corpus,40.577,7.35948,3031.27232,2788.23858,14.63617,0.20193,0.69954,0.07401,0.00608,0.00893,0.00951,128.0,128.0,0.6775,0.696
corpus:011-klangbild-dinkelschock@44.547,space,corpus,44.547,8.13362,3139.25645,2764.76348,13.0673,0.21765,0.70295,0.05565,0.00396,0.00943,0.01036,138.0,138.0,0.81883,0.696
corpus:011-klangbild-dinkelschock@7.825,hook,corpus,7.825,14.28727,3791.60325,3743.37416,2.05655,0.11171,0.11772,0.18701,0.19149,0.31902,0.07305,92.0,128.0,0.25747,0.658
corpus:011-klangbild-dinkelschock@32.74,hook,corpus,32.74,11.86877,3663.40872,3663.40872,-0.59812,0.03463,0.22369,0.27406,0.08805,0.30785,0.07173,92.0,92.0,0.21286,0.647
corpus:011-klangbild-dinkelschock@10.832,hook,corpus,10.832,14.37679,3867.37016,3853.04449,3.89702,0.01886,0.13035,0.33889,0.07854,0.36021,0.07314,68.0,104.0,0.15827,0.632
corpus:011-klangbild-dinkelschock@46.811,hook,corpus,46.811,11.23784,2896.66867,2896.66867,-6.17895,0.00838,0.05431,0.81678,0.06701,0.02678,0.02675,92.0,92.0,0.22801,0.618
corpus:011-klangbild-dinkelschock@36.85,hook,corpus,36.85,12.65893,2868.58003,2920.64808,-6.40713,0.00613,0.05861,0.81941,0.06134,0.02692,0.02759,104.0,104.0,0.22265,0.617
corpus:011-klangbild-dinkelschock@52.663,hook,corpus,52.663,10.75739,3597.44824,3597.44824,-1.77752,0.03127,0.3155,0.24422,0.0695,0.28077,0.05873,80.0,80.0,0.23117,0.617
corpus:011-klangbild-dinkelschock@62.752,hook,corpus,62.752,10.03277,2586.33236,2586.33236,-7.09359,0.00604,0.08389,0.80484,0.06293,0.0167,0.0256,68.0,68.0,0.1622,0.615
corpus:011-klangbild-dinkelschock@28.886,hook,corpus,28.886,11.9572,3031.45861,3031.45861,-0.49362,0.00958,0.05592,0.81686,0.05946,0.03173,0.02645,80.0,80.0,0.15155,0.614
corpus:013-technobotts-dampframme@22.523,kick,corpus,22.523,5.51178,1320.40888,1320.40888,-15.00403,0.90618,0.07124,0.00757,0.01342,0.0014,0.00019,58.0,58.0,0.09184,0.991
corpus:013-technobotts-dampframme@13.816,kick,corpus,13.816,5.08647,935.27273,935.27273,-26.21759,0.92977,0.04358,0.00997,0.01517,0.00139,0.00012,68.0,68.0,0.39859,0.99
corpus:013-technobotts-dampframme@11.238,kick,corpus,11.238,2.40671,1202.98564,1202.98564,-4.83265,0.94402,0.02748,0.013,0.01381,0.00128,0.00041,92.0,92.0,0.46704,0.953
corpus:013-technobotts-dampframme@63.379,kick,corpus,63.379,4.82998,1268.90321,1268.90321,-3.33613,0.93049,0.03671,0.01373,0.01626,0.00248,0.00034,92.0,92.0,0.45804,0.948
corpus:013-technobotts-dampframme@27.725,kick,corpus,27.725,4.02635,1266.09907,1266.09907,-3.22096,0.93616,0.03263,0.01202,0.01705,0.00184,0.0003,92.0,92.0,0.48378,0.939
corpus:013-technobotts-dampframme@28.584,kick,corpus,28.584,5.01718,1115.99005,1148.77604,-2.92672,0.93176,0.02953,0.01295,0.02341,0.00208,0.00028,116.0,116.0,0.57211,0.892
corpus:013-technobotts-dampframme@55.554,kick,corpus,55.554,5.72088,1383.92438,1383.92438,0.92195,0.79701,0.16078,0.0203,0.01967,0.00184,0.0004,12.0,80.0,0.50999,0.886
corpus:013-technobotts-dampframme@14.675,kick,corpus,14.675,3.88561,889.39461,1041.78443,-5.37017,0.93153,0.03873,0.01205,0.01612,0.00144,0.00014,128.0,128.0,0.62753,0.884
corpus:013-technobotts-dampframme@30.325,kick,corpus,30.325,4.80842,1113.61166,1114.83722,-1.71286,0.94037,0.02303,0.01141,0.02291,0.00202,0.00026,116.0,116.0,0.56791,0.882
corpus:013-technobotts-dampframme@62.52,kick,corpus,62.52,4.54,1019.59935,1029.48491,-1.82211,0.9394,0.02692,0.01383,0.01801,0.00161,0.00023,116.0,116.0,0.57474,0.879
corpus:013-technobotts-dampframme@60.755,kick,corpus,60.755,3.34762,1051.04014,1036.6826,-1.42416,0.92587,0.04702,0.01092,0.01469,0.00125,0.00025,116.0,116.0,0.57463,0.876
corpus:013-technobotts-dampframme@31.219,kick,corpus,31.219,3.91167,1031.38553,1010.25514,-1.10589,0.95232,0.02343,0.00913,0.01343,0.00143,0.00027,116.0,116.0,0.57089,0.875
corpus:013-technobotts-dampframme@63.913,space,corpus,63.913,8.70007,3316.74357,3316.74357,23.93947,0.41967,0.01354,0.00519,0.02067,0.46675,0.07418,86.0,86.0,0.49656,0.791
corpus:013-technobotts-dampframme@48.042,space,corpus,48.042,14.73857,3908.90947,3145.32709,5.86309,0.31523,0.05365,0.08715,0.17865,0.26391,0.1014,400.0,400.0,0.79669,0.622
corpus:013-technobotts-dampframme@40.217,space,corpus,40.217,15.63416,3774.36224,3114.36758,5.59375,0.30031,0.07056,0.09323,0.18255,0.25864,0.0947,400.0,400.0,0.79422,0.613
corpus:013-technobotts-dampframme@46.498,space,corpus,46.498,12.22464,4497.69051,4058.28572,5.70261,0.45171,0.00497,0.00274,0.01154,0.32673,0.20232,244.0,244.0,0.84863,0.612
corpus:015-combat-killer-combat-troops@22.024,kick,corpus,22.024,7.64378,2554.79181,2554.79181,-28.42923,0.64158,0.30986,0.0186,0.00681,0.01851,0.00465,92.0,92.0,0.82877,0.918
corpus:015-combat-killer-combat-troops@47.671,kick,corpus,47.671,8.57124,1494.52445,1494.52445,-29.14844,0.20655,0.54556,0.20593,0.01465,0.02386,0.00345,80.0,80.0,0.49921,0.787
corpus:015-combat-killer-combat-troops@45.848,space,corpus,45.848,7.2647,3327.51829,4363.16085,-2.03723,0.40721,0.50832,0.04201,0.00299,0.02166,0.0178,90.0,400.0,0.99149,0.756
corpus:015-combat-killer-combat-troops@47.752,kick,corpus,47.752,4.85436,1040.6367,932.94193,4.9872,0.54712,0.43791,0.01397,0.00047,0.00029,0.00024,20.0,138.0,0.567,0.756
corpus:015-combat-killer-combat-troops@54.787,kick,corpus,54.787,6.31455,847.37595,1281.62393,-12.01348,0.35159,0.57372,0.06674,0.00421,0.00328,0.00046,20.0,150.0,0.82528,0.75
corpus:015-combat-killer-combat-troops@48.565,kick,corpus,48.565,6.09657,720.6837,1254.50841,-10.45021,0.41513,0.51724,0.06066,0.00324,0.00326,0.00048,20.0,174.0,0.85188,0.724
corpus:015-combat-killer-combat-troops@46.869,kick,corpus,46.869,5.16508,1836.98856,1751.79853,6.48226,0.5661,0.4088,0.02064,0.00262,0.0009,0.00094,22.0,128.0,0.54351,0.723
corpus:015-combat-killer-combat-troops@49.447,kick,corpus,49.447,6.35284,828.32233,1519.19153,-11.15929,0.4168,0.51605,0.05769,0.00394,0.00472,0.00079,20.0,186.0,0.87587,0.709
corpus:015-combat-killer-combat-troops@56.564,kick,corpus,56.564,6.18492,967.43923,1337.25151,-9.248,0.35078,0.56921,0.06866,0.00473,0.00575,0.00087,20.0,150.0,0.82481,0.706
corpus:015-combat-killer-combat-troops@42.109,space,corpus,42.109,10.50622,4289.46019,4326.94651,1.83745,0.21176,0.48038,0.05808,0.05387,0.07778,0.11813,132.0,400.0,0.74539,0.693
corpus:015-combat-killer-combat-troops@57.446,kick,corpus,57.446,6.39933,882.88203,1541.82807,-10.19431,0.41301,0.51661,0.05895,0.00497,0.00565,0.00082,20.0,186.0,0.87487,0.689
corpus:015-combat-killer-combat-troops@10.414,kick,corpus,10.414,6.86341,2150.65525,2132.76087,6.15789,0.44269,0.52442,0.01866,0.00357,0.00882,0.00184,20.0,138.0,0.50611,0.672
corpus:015-combat-killer-combat-troops@27.887,space,corpus,27.887,11.17891,4004.63091,4991.98944,-4.83229,0.1056,0.48878,0.10202,0.07003,0.1,0.13357,400.0,400.0,0.92439,0.671
corpus:015-combat-killer-combat-troops@27.446,space,corpus,27.446,10.01985,3978.88928,5245.23953,-7.08641,0.17487,0.45924,0.08504,0.05335,0.09956,0.12793,400.0,400.0,0.93602,0.669
corpus:015-combat-killer-combat-troops@18.855,kick,corpus,18.855,8.4961,2359.91236,2525.05975,2.04643,0.30746,0.63805,0.02638,0.0066,0.01774,0.00378,28.0,138.0,0.4438,0.656
corpus:015-combat-killer-combat-troops@50.341,kick,corpus,50.341,6.36109,831.30693,1353.60123,-7.2906,0.40632,0.52573,0.05842,0.0036,0.00516,0.00077,20.0,186.0,0.85284,0.656
corpus:015-combat-killer-combat-troops@44.106,hook,corpus,44.106,16.47632,4733.68978,4360.53304,7.17608,0.00544,0.02635,0.13778,0.3416,0.29572,0.19311,220.0,220.0,0.39906,0.62
corpus:016-afflicted-district@9.996,kick,corpus,9.996,8.02682,3012.09017,3012.09017,-41.86871,0.69984,0.26527,0.01772,0.00014,0.00706,0.00997,40.0,68.0,0.1891,0.97
corpus:016-afflicted-district@45.14,kick,corpus,45.14,8.07249,3330.26832,3330.26832,-38.50317,0.68195,0.27428,0.02285,0.00024,0.00706,0.01362,40.0,58.0,0.10585,0.967
corpus:016-afflicted-district@50.271,kick,corpus,50.271,8.81807,2999.08849,2999.08849,-19.97831,0.63128,0.31516,0.02479,0.0051,0.01416,0.00952,30.0,58.0,0.05688,0.959
corpus:016-afflicted-district@7.419,kick,corpus,7.419,9.47548,2926.1182,2926.1182,-15.67079,0.64733,0.29174,0.03143,0.005,0.01369,0.01082,30.0,80.0,0.20174,0.958
corpus:016-afflicted-district@15.128,kick,corpus,15.128,7.63631,3119.363,3119.363,-17.2313,0.63044,0.31592,0.02563,0.00614,0.01008,0.01178,68.0,68.0,0.17697,0.954
corpus:016-afflicted-district@17.705,kick,corpus,17.705,8.12741,3460.00591,3460.00591,-19.89182,0.6248,0.30466,0.03642,0.00732,0.01221,0.0146,58.0,58.0,0.09984,0.951
corpus:016-afflicted-district@11.703,kick,corpus,11.703,7.60694,3078.11326,3078.11326,-9.41986,0.62615,0.30992,0.04153,0.00318,0.00858,0.01063,30.0,68.0,0.16105,0.948
corpus:016-afflicted-district@10.844,kick,corpus,10.844,9.08792,2982.10785,2982.10785,-10.09654,0.60276,0.33589,0.02924,0.00238,0.01731,0.01241,30.0,58.0,0.03339,0.947
corpus:016-afflicted-district@54.555,kick,corpus,54.555,10.16101,3016.60662,3016.60662,-28.05364,0.56389,0.3539,0.04905,0.01324,0.01005,0.00987,54.0,68.0,0.18194,0.942
corpus:016-afflicted-district@0.546,kick,corpus,0.546,9.31569,3015.2953,3015.2953,-13.129,0.59633,0.34221,0.02857,0.01023,0.0148,0.00787,16.0,80.0,0.2375,0.941
corpus:016-afflicted-district@39.985,kick,corpus,39.985,9.16393,3228.17057,3228.17057,-19.33114,0.56465,0.34936,0.04673,0.01128,0.01418,0.0138,52.0,68.0,0.17345,0.935
corpus:016-afflicted-district@44.269,kick,corpus,44.269,10.10814,3144.54513,3144.54513,-27.60799,0.54957,0.35832,0.05513,0.01348,0.01119,0.0123,12.0,68.0,0.19029,0.935
corpus:016-afflicted-district@35.805,hook,corpus,35.805,15.09241,4845.95208,4733.36118,-2.10729,0.00253,0.00203,0.00216,0.32967,0.39682,0.26678,68.0,116.0,0.13183,0.869
corpus:016-afflicted-district@43.085,hook,corpus,43.085,13.97215,4701.38335,4700.27053,-2.99986,0.00094,0.00087,0.00052,0.34315,0.39454,0.25998,64.0,104.0,0.18448,0.854
corpus:016-afflicted-district@57.655,hook,corpus,57.655,13.16502,4676.58388,4712.88331,-4.5001,0.00571,0.00209,0.00043,0.31488,0.38501,0.29187,60.0,104.0,0.22374,0.845
corpus:016-afflicted-district@7.082,hook,corpus,7.082,13.67522,4618.17424,4664.0834,-3.01818,0.00511,0.01032,0.00375,0.32277,0.40042,0.25763,66.0,116.0,0.25147,0.831
corpus:016-afflicted-district@40.519,hook,corpus,40.519,13.81565,4835.3523,4639.33143,3.91633,0.00463,0.00254,0.00098,0.33375,0.39872,0.25938,72.0,116.0,0.15153,0.828
corpus:016-afflicted-district@50.805,hook,corpus,50.805,14.01892,4862.96043,4657.90368,3.62546,0.00134,0.00123,0.00145,0.33108,0.39661,0.26829,74.0,128.0,0.16702,0.828
corpus:016-afflicted-district@8.046,hook,corpus,8.046,14.13144,5446.71089,5446.71089,5.5449,0.00015,8e-05,0.00014,0.05276,0.41772,0.52913,92.0,92.0,0.1193,0.816
corpus:016-afflicted-district@41.494,hook,corpus,41.494,13.52916,6429.93137,6429.93137,4.9888,0.0002,6e-05,6e-05,0.00949,0.36123,0.62896,58.0,58.0,0.01377,0.813
corpus:016-afflicted-district@8.557,space,corpus,8.557,8.42567,4222.29991,3076.85426,16.91063,0.2913,0.46167,0.15051,0.0073,0.02686,0.06236,134.0,208.0,0.83365,0.783
corpus:016-afflicted-district@59.141,space,corpus,59.141,7.57748,4248.2473,3219.83502,16.45522,0.33726,0.41987,0.14805,0.00623,0.02392,0.06467,112.0,196.0,0.72743,0.777
corpus:016-afflicted-district@0.859,space,corpus,0.859,7.31394,4141.62708,3049.11455,18.16909,0.35037,0.42266,0.1443,0.00475,0.02084,0.05707,112.0,196.0,0.71947,0.776
corpus:016-afflicted-district@35.143,space,corpus,35.143,6.97653,4090.66639,2933.35545,20.00033,0.38994,0.41066,0.13509,0.00426,0.01652,0.04353,120.0,196.0,0.74078,0.774
corpus:016-afflicted-district@26.598,hat,corpus,26.598,13.12185,6827.7975,6933.84509,-2.75494,3e-05,0.0,2e-05,0.00084,0.27268,0.72644,98.0,186.0,0.88711,0.692
corpus:016-afflicted-district@30.023,hat,corpus,30.023,13.86899,6767.19109,6833.93879,-0.79539,2e-05,2e-05,0.00013,0.00091,0.27653,0.72238,74.0,220.0,0.89785,0.644
corpus:016-afflicted-district@29.129,hat,corpus,29.129,14.37935,6619.61326,6629.1565,-0.10749,4e-05,1e-05,0.0001,0.00295,0.27942,0.71747,98.0,256.0,0.97867,0.63
corpus:016-afflicted-district@28.305,hat,corpus,28.305,13.32505,6721.19259,6689.24548,0.78725,4e-05,1e-05,0.00013,0.00102,0.27824,0.72056,98.0,196.0,0.9086,0.606
corpus:018-x-eject-corpses@11.041,hook,corpus,11.041,22.02978,2500.59774,2166.22502,0.24353,0.02157,0.00823,0.53261,0.39141,0.04232,0.00386,16.0,384.0,0.04104,0.889
corpus:018-x-eject-corpses@10.635,hook,corpus,10.635,20.27941,2436.72005,2074.89077,2.79899,0.01358,0.0054,0.51553,0.37899,0.07706,0.00944,16.0,400.0,0.03225,0.88
corpus:018-x-eject-corpses@37.825,kick,corpus,37.825,13.49789,912.0012,742.94311,1.1951,0.50446,0.44722,0.04093,0.0066,0.00077,2e-05,42.0,174.0,0.4221,0.879
corpus:018-x-eject-corpses@18.622,space,corpus,18.622,6.52169,3253.32411,5502.6013,-5.83043,0.1042,0.80248,0.04704,0.01091,0.02565,0.00971,110.0,400.0,0.991,0.862
corpus:018-x-eject-corpses@9.834,hook,corpus,9.834,19.75761,2136.86585,1860.18222,0.01342,0.00261,0.00427,0.40823,0.52059,0.06177,0.00254,10.0,34.0,0.00434,0.831
corpus:018-x-eject-corpses@11.424,hook,corpus,11.424,20.97717,3230.28591,2280.97679,2.45116,0.02302,0.00729,0.45281,0.37326,0.0982,0.04542,26.0,394.0,0.243,0.827
corpus:018-x-eject-corpses@10.24,hook,corpus,10.24,21.73933,2119.0446,1814.6675,0.39735,0.0034,0.00421,0.41035,0.55605,0.02369,0.00231,6.0,40.0,0.00669,0.821
corpus:018-x-eject-corpses@34.296,kick,corpus,34.296,6.10159,699.51708,788.15029,-2.51951,0.23441,0.44687,0.30967,0.0086,0.00038,7e-05,14.0,18.0,0.39469,0.777
corpus:018-x-eject-corpses@34.598,kick,corpus,34.598,11.51682,1469.57136,632.68228,8.24053,0.34125,0.35442,0.29724,0.00606,0.00098,6e-05,68.0,72.0,0.40167,0.754
corpus:018-x-eject-corpses@3.773,space,corpus,3.773,9.03054,3757.2076,3780.2049,4.56227,0.00033,0.54617,0.33896,0.05447,0.04123,0.01884,66.0,198.0,1.0,0.74
corpus:018-x-eject-corpses@11.819,hook,corpus,11.819,19.57086,3089.53377,2408.45055,3.69792,0.00255,0.00025,0.30176,0.55055,0.11394,0.03095,30.0,84.0,0.13957,0.72
corpus:018-x-eject-corpses@37.616,kick,corpus,37.616,9.4232,1171.13269,1560.50946,-4.92054,0.47796,0.45807,0.05573,0.00637,0.00172,0.00016,44.0,208.0,0.76722,0.711
corpus:018-x-eject-corpses@33.054,kick,corpus,33.054,19.1177,2003.47479,1848.81353,3.29526,0.33454,0.38442,0.20653,0.04874,0.02203,0.00373,14.0,122.0,0.40625,0.686
corpus:018-x-eject-corpses@1.8,space,corpus,1.8,7.83901,3345.32483,3344.59269,3.77445,0.00133,0.69886,0.21224,0.04861,0.02797,0.01098,148.0,188.0,0.99981,0.673
corpus:018-x-eject-corpses@34.4,kick,corpus,34.4,5.7722,682.24527,682.24527,10.09031,0.23277,0.49213,0.26926,0.00564,0.00019,2e-05,22.0,92.0,0.36312,0.654
corpus:018-x-eject-corpses@45.441,space,corpus,45.441,7.78331,2575.58945,2676.45001,1.57891,0.12416,0.63052,0.08792,0.05161,0.09787,0.00793,184.0,400.0,0.94664,0.642
corpus:018-x-eject-corpses@51.606,kick,corpus,51.606,17.23364,2193.9718,2068.58545,2.17683,0.39076,0.26302,0.25845,0.06062,0.02498,0.00217,42.0,400.0,0.42533,0.629
corpus:020-3cloneb-chicks@38.162,kick,corpus,38.162,5.51211,1261.71016,1216.29783,1.92696,0.4506,0.52797,0.01484,0.00574,0.00065,0.00018,16.0,104.0,0.44405,0.841
corpus:020-3cloneb-chicks@8.464,space,corpus,8.464,9.34964,4348.30518,4171.55346,18.6668,0.42391,0.35697,0.00885,0.0142,0.1012,0.09487,128.0,128.0,0.51488,0.816
corpus:020-3cloneb-chicks@61.591,space,corpus,61.591,8.60845,3392.06409,3173.73674,5.94784,0.2791,0.56308,0.05996,0.03124,0.03231,0.0343,116.0,400.0,0.93342,0.753
corpus:020-3cloneb-chicks@18.286,space,corpus,18.286,13.43825,5019.05369,4794.23167,4.19407,0.27752,0.29227,0.04813,0.07923,0.13602,0.16684,148.0,400.0,0.71737,0.751
corpus:020-3cloneb-chicks@59.815,space,corpus,59.815,8.39712,3293.21176,3126.17333,5.66992,0.27783,0.56494,0.05813,0.03663,0.03075,0.03172,400.0,400.0,0.94145,0.743
corpus:020-3cloneb-chicks@31.173,kick,corpus,31.173,9.69351,3597.18302,4187.70501,-10.20714,0.45388,0.32986,0.04831,0.01968,0.09551,0.05275,120.0,196.0,0.56418,0.714
corpus:020-3cloneb-chicks@32.067,kick,corpus,32.067,10.47534,3688.68115,4393.20213,-12.84261,0.46886,0.29568,0.02165,0.03166,0.12055,0.0616,80.0,174.0,0.60512,0.71
corpus:020-3cloneb-chicks@35.619,kick,corpus,35.619,10.17758,3657.12786,4443.15489,-13.32249,0.44849,0.37676,0.01212,0.0139,0.09881,0.04992,158.0,208.0,0.62983,0.701
corpus:020-3cloneb-chicks@42.725,kick,corpus,42.725,11.05877,3733.34897,4300.20275,-8.73711,0.47346,0.31609,0.01112,0.01532,0.12701,0.057,152.0,208.0,0.55883,0.7
corpus:020-3cloneb-chicks@37.396,kick,corpus,37.396,10.8401,3476.99222,4297.34156,-11.06808,0.43988,0.37228,0.01299,0.01701,0.10752,0.05031,158.0,220.0,0.60467,0.682
corpus:020-3cloneb-chicks@26.726,kick,corpus,26.726,11.21342,3522.45764,4224.48851,-8.18191,0.46235,0.32935,0.01027,0.03088,0.11329,0.05386,152.0,220.0,0.54373,0.678
